              	Springfield-Columbia	Sacramento-Albany	Charleston-Indianapolis	Salem-Nashville	Columbia-Lansing	Indianapolis-Austin	Salt Lake City-Madison	Atlanta-Tallahassee	Augusta-Columbus	Des Moines-Helena	Atlanta-Providence	Denver]-Charleston	Concord-Topeka	Phoenix-Richmond	Boston-Salt Lake City	Saint Paul-Raleigh	Boston-Montgomery	Lansing-Atlanta	Indianapolis-Pierre	Richmond-Sacramento	Des Moines-Harrisburg	Pierre-Saint Paul	Jackson-Trenton	Providence-Lansing	Topeka-Helena	Little Rock-Pierre	Jefferson City-Trenton	Jackson-Santa Fe	Boston-Columbus	Cheyenne-Bismarck	Augusta-Montgomery	Columbus-Augusta	Lincoln-Pierre	Helena-Olympia	Boise-Bismarck	Sacramento-Carson City	Lincoln-Bismarck	Oklahoma City-Lansing	Madison-Bismarck	Tallahassee-Raleigh	Augusta-Baton Rouge	Boise-Madison	Little Rock-Saint Paul	Frankfort-Carson City	Saint Paul-Tallahassee	Atlanta-Augusta	Columbus-Lincoln	Salt Lake City-Austin	Indianapolis-Columbia	Hartford-Pierre	Austin-Charleston	Jefferson City-Montgomery	Salem-Atlanta	Hartford-Bismarck	Boise-Lansing	Dover-Cheyenne	Jefferson City-Montpelier	Cheyenne-Boston	Frankfort-Atlanta	Saint Paul-Pierre	Columbus-Bismarck	Salt Lake City-Montgomery	Tallahassee-Little Rock	Topeka-Phoenix	Boston-Montpelier	Boise-Cheyenne	Richmond-Harrisburg	Phoenix-Madison	Frankfort-Oklahoma City	Madison-Albany	Nashville-Oklahoma City	Salem-Lansing	Springfield-Jackson	Columbus-Helena	Providence-Phoenix	Providence-Atlanta	Pierre-Baton Rouge	Frankfort-Madison	Baton Rouge-Indianapolis	Montgomery-Richmond	Atlanta-Concord	Albany-Denver]	Austin-Phoenix	Richmond-Raleigh	Atlanta-Denver]	Jackson-Madison	Austin-Hartford	Montpelier-Concord	Austin-Columbus	Cheyenne-Baton Rouge	Springfield-Providence	Saint Paul-Lincoln	Harrisburg-Annapolis	Indianapolis-Montpelier	Jefferson City-Indianapolis	Sacramento-Charleston	Richmond-Salem	Baton Rouge-Tallahassee	Montpelier-Saint Paul	Madison-Lansing	Atlanta-Lincoln	Lansing-Concord	Trenton-Columbia	Phoenix-Boston	Santa Fe-Bismarck	Providence-Columbia	Indianapolis-Providence	Columbia-Phoenix	Harrisburg-Springfield	Dover-Sacramento	Jefferson City-Carson City	Little Rock-Santa Fe	Annapolis-Phoenix	Phoenix-Indianapolis	Salt Lake City-Indianapolis	Richmond-Cheyenne	Indianapolis-Lansing	Trenton-Des Moines	Richmond-Atlanta	Topeka-Albany	Santa Fe-Albany	Cheyenne-Columbus	Springfield-Bismarck	Springfield-Boise	Springfield-Denver]	Raleigh-Madison	Little Rock-Helena	Indianapolis-Albany	Richmond-Saint Paul	Concord-Nashville	Olympia-Hartford	Salem-Dover	Santa Fe-Helena	Helena-Columbus	Atlanta-Austin	Jefferson City-Harrisburg	Raleigh-Annapolis	Pierre-Concord	Lansing-Richmond	Topeka-Salem	Dover-Boston	Harrisburg-Baton Rouge	Hartford-Jefferson City	Des Moines-Olympia	Augusta-Saint Paul	Hartford-Santa Fe	Des Moines-Bismarck	Charleston-Salem	Boise-Hartford	Frankfort-Phoenix	Bismarck-Montgomery	Indianapolis-Charleston	Bismarck-Madison	Jefferson City-Madison	Salem-Augusta	Salem-Pierre	Annapolis-Augusta	Sacramento-Bismarck	Atlanta-Montgomery	Tallahassee-Charleston	Oklahoma City-Boise	Dover-Saint Paul	Phoenix-Raleigh	Boston-Baton Rouge	Boise-Nashville	Albany-Annapolis	Providence-Montgomery	Sacramento-Augusta	Albany-Charleston	Carson City-Des Moines	Lincoln-Olympia	Saint Paul-Montpelier	Sacramento-Montpelier	Topeka-Columbus	Annapolis-Charleston	Montpelier-Baton Rouge	Baton Rouge-Boston	Trenton-Nashville	Oklahoma City-Trenton	Madison-Columbus	Tallahassee-Springfield	Montpelier-Montgomery	Salt Lake City-Lincoln	Albany-Indianapolis	Salt Lake City-Cheyenne	Dover-Salem	Frankfort-Des Moines	Frankfort-Columbia	Annapolis-Carson City	Montpelier-Atlanta	Olympia-Nashville	Raleigh-Jefferson City	Montpelier-Boston	Indianapolis-Boise	Concord-Madison	Indianapolis-Santa Fe	Madison-Raleigh	Jackson-Phoenix	Hartford-Richmond	Dover-Springfield	Oklahoma City-Santa Fe	Columbia-Tallahassee	Bismarck-Indianapolis	Lincoln-Indianapolis	Boise-Olympia	Bismarck-Boise	Lincoln-Oklahoma City	Raleigh-Montpelier	Columbus-Concord	Raleigh-Pierre	Montgomery-Oklahoma City	Jefferson City-Boise	Sacramento-Oklahoma City	Columbus-Little Rock	Sacramento-Hartford	Frankfort-Albany	Trenton-Raleigh	Concord-Tallahassee	Harrisburg-Topeka	Boise-Richmond	Oklahoma City-Albany	Lincoln-Austin	Carson City-Montpelier	Cheyenne-Nashville	Pierre-Bismarck	Annapolis-Olympia	Lincoln-Sacramento	Jefferson City-Hartford	Lansing-Topeka	Des Moines-Oklahoma City	Montpelier-Oklahoma City	Madison-Denver]	Atlanta-Pierre	Lincoln-Albany	Montgomery-Atlanta	Madison-Cheyenne	Helena-Montgomery	Bismarck-Des Moines	Concord-Boston	Montpelier-Topeka	Salt Lake City-Jackson	Baton Rouge-Sacramento	Baton Rouge-Atlanta	Frankfort-Santa Fe	Little Rock-Nashville	Montgomery-Austin	Montgomery-Nashville	Harrisburg-Sacramento	Hartford-Indianapolis	Austin-Montgomery	Augusta-Boise	Richmond-Boston	Oklahoma City-Baton Rouge	Harrisburg-Columbia	Jefferson City-Little Rock	Lincoln-Augusta	Providence-Helena	Boise-Harrisburg	Phoenix-Lansing	Montgomery-Salt Lake City	Trenton-Jefferson City	Madison-Atlanta	Boston-Bismarck	Augusta-Columbia	Atlanta-Salem
Indianapolis  	0     	0     	0     	0     	0     	3771  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9163  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	12260 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	7373  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	5965  	0     	0     	0     	0     	0     	0     	0     	0     	0     	579   	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	8301  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	8609  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	3190  	0     	3439  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Springfield   	16180 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	8554  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	5675  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	10264 	7420  	3850  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Boise         	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9923  	0     	0     	0     	0     	0     	0     	4301  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	4591  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	4876  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	14013 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	7039  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	6316  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	6612  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	8071  	0     	0     	0     	0     	0     	0     	0     
Atlanta       	0     	0     	0     	0     	0     	0     	0     	7395  	0     	0     	6502  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	11399 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	11262 	0     	0     	0     	6162  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	2925  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9066  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	3932  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	6465  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	16545 
Tallahassee   	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	2841  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	1957  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	5794  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	1858  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Dover         	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	8117  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9059  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9018  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	11164 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9548  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	10902 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Hartford      	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	7528  	0     	0     	0     	3846  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	5750  	0     	0     	13296 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	1074  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	6200  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Denver        	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9078  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Sacramento    	0     	11466 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	2891  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	11470 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	5151  	0     	0     	0     	0     	0     	0     	0     	0     	0     	10383 	0     	0     	0     	0     	11571 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	4937  	0     	7093  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Little Rock   	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	4639  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9658  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	5654  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	13897 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9968  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     
Phoenix       	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	11394 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	13163 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	9538  	0     	0     	0     	0     	0     	0     	0     	0     	0     	12336 	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	8418  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	15291 	0     	0     	0     	0     	0     	0     
Montgomery    	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	5398  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	1403  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	8388  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	3360  	7500  	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	0     	10226 	0     	0     	0     	0     	0     
